symbol,quotedate,expiration,entry_date,entry_stock_price,put_entry_delta,put_entry_mid,put_exit_mid,put_profit
A,2012-02-17,2012-02-17,2012-01-24,42.6,-0.1446,0.37,0.015,0.355
A,2012-06-15,2012-06-15,2012-05-24,41.02,-0.15610000000000002,0.36,0.01,0.35
A,2012-11-16,2012-11-16,2012-10-23,35.51,-0.1922,0.335,0.01,0.325
A,2013-08-16,2013-08-16,2013-07-23,46.47,-0.1689,0.355,0.005,0.35
A,2013-09-20,2013-09-20,2013-08-27,46.97,-0.1605,0.27,0.005,0.265
A,2014-02-21,2014-02-21,2014-01-30,59.51,-0.1784,0.52,0.005,0.515
A,2014-02-21,2014-02-21,2014-02-03,56.15,-0.1086,0.28,0.01,0.27
A,2014-06-20,2014-06-20,2014-06-04,57.45,-0.1699,0.235,0.005,0.22999999999999998
A,2014-07-18,2014-07-18,2014-07-01,58.25,-0.129,0.175,0.025,0.15
A,2014-08-15,2014-08-15,2014-07-09,56.900000000000006,-0.1832,0.505,0.025,0.48
A,2015-04-17,2015-04-17,2015-03-31,41.53,-0.2088,0.215,0.075,0.14
A,2015-05-15,2015-05-15,2015-04-08,42.26,-0.1202,0.21500000000000002,0.025,0.19000000000000003
A,2015-08-21,2015-08-21,2015-08-03,41,-0.1366,0.185,1.115,-0.9299999999999999
A,2015-10-16,2015-10-16,2015-09-03,35.75,-0.14150000000000001,0.28,0.23,0.05000000000000002
A,2015-10-16,2015-10-16,2015-09-11,35.96,-0.1384,0.265,0.23,0.035
A,2015-11-20,2015-11-20,2015-10-12,35.99,-0.1307,0.26,0.135,0.125
A,2016-02-19,2016-02-19,2016-01-06,40.730000000000004,-0.1384,0.35,0.005,0.345
A,2017-04-21,2017-04-21,2017-03-06,51.25,-0.1487,0.29000000000000004,0.14,0.15000000000000002
A,2017-05-19,2017-05-19,2017-04-18,53.03,-0.1757,0.29000000000000004,0.025,0.265
A,2017-06-16,2017-06-16,2017-05-15,56.7,-0.1378,0.26,0.015,0.245
A,2018-03-16,2018-03-16,2018-02-20,71.08,-0.20270000000000002,0.52,0.03,0.49
A,2018-08-17,2018-08-17,2018-07-18,62.99,-0.1439,0.42000000000000004,0.05,0.37000000000000005
A,2018-08-17,2018-08-17,2018-07-26,66.75,-0.1652,0.42000000000000004,0.02,0.4
A,2012-06-15,2012-06-15,2012-05-17,39.63,-0.1573,0.445,0.015,0.43
A,2012-06-15,2012-06-15,2012-05-21,39.99,-0.1623,0.395,0.02,0.375
A,2012-10-19,2012-10-19,2012-09-11,37.83,-0.14850000000000002,0.31500000000000006,0.005,0.31000000000000005
A,2012-11-16,2012-11-16,2012-10-12,37.22,-0.1754,0.37,0.01,0.36
A,2012-12-21,2012-12-21,2012-11-16,35.81,-0.159,0.365,0.005,0.36
A,2013-04-19,2013-04-19,2013-03-25,41.13,-0.133,0.2,0.005,0.195
A,2013-09-20,2013-09-20,2013-08-28,46.74,-0.1706,0.275,0.005,0.27
A,2014-01-17,2014-01-17,2013-12-23,57.54,-0.0979,0.18,0.005,0.175
A,2014-01-17,2014-01-17,2013-12-27,57.17,-0.1169,0.15,0.005,0.145
A,2014-02-21,2014-02-21,2014-01-27,58.300000000000004,-0.1252,0.33999999999999997,0.01,0.32999999999999996
A,2014-06-20,2014-06-20,2014-05-28,57.11,-0.219,0.355,0.005,0.35
A,2015-04-17,2015-04-17,2015-03-24,41.09,-0.0883,0.075,0.025,0.049999999999999996
A,2015-05-15,2015-05-15,2015-04-01,41.39,-0.1651,0.35500000000000004,0.025,0.33
A,2015-06-19,2015-06-19,2015-05-06,41.59,-0.132,0.23500000000000001,0.05,0.185
A,2015-09-18,2015-09-18,2015-08-27,36.64,-0.1595,0.235,0.245,-0.010000000000000009
A,2015-10-16,2015-10-16,2015-09-04,35.06,-0.1315,0.25,0.23,0.01999999999999999
A,2016-03-18,2016-03-18,2016-02-03,37.19,-0.1597,0.44,0.125,0.315
A,2016-07-15,2016-07-15,2016-06-03,45.72,-0.16110000000000002,0.29000000000000004,0.005,0.28500000000000003
A,2016-09-16,2016-09-16,2016-08-08,47.230000000000004,-0.1527,0.305,0.125,0.18
A,2016-09-16,2016-09-16,2016-08-12,48.14,-0.18080000000000002,0.35,0.21500000000000002,0.13499999999999995
A,2017-04-21,2017-04-21,2017-04-03,53.2,-0.155,0.17,0.025,0.14500000000000002
A,2017-06-16,2017-06-16,2017-05-12,56.160000000000004,-0.17020000000000002,0.34500000000000003,0.015,0.33
A,2017-10-20,2017-10-20,2017-09-14,65.68,-0.19720000000000001,0.39,0.01,0.38
A,2017-11-17,2017-11-17,2017-10-11,66.62,-0.1781,0.44,0.005,0.435
A,2018-03-16,2018-03-16,2018-02-13,68.34,-0.1018,0.32,0.05,0.27
A,2018-04-20,2018-04-20,2018-03-20,69.85000000000001,-0.1535,0.405,0.005,0.4
A,2012-02-17,2012-02-17,2012-01-17,39.99,-0.1568,0.485,0.015,0.47
A,2012-07-20,2012-07-20,2012-06-21,39.12,-0.147,0.33,0.005,0.325
A,2012-11-16,2012-11-16,2012-10-16,37.910000000000004,-0.1854,0.365,0.01,0.355
A,2012-12-21,2012-12-21,2012-11-20,36.28,-0.194,0.31000000000000005,0.005,0.30500000000000005
A,2013-04-19,2013-04-19,2013-03-21,41.65,-0.1726,0.28,0.005,0.275
A,2013-09-20,2013-09-20,2013-08-16,46.79,-0.1341,0.245,0.005,0.24
A,2013-09-20,2013-09-20,2013-08-20,47.03,-0.1642,0.29000000000000004,0.005,0.28500000000000003
A,2014-01-17,2014-01-17,2013-12-19,57.38,-0.1188,0.25,0.005,0.245
A,2014-02-21,2014-02-21,2014-01-23,59.47,-0.176,0.505,0.005,0.5
A,2014-06-20,2014-06-20,2014-05-20,54.31,-0.0981,0.15000000000000002,0.02,0.13000000000000003
A,2014-08-15,2014-08-15,2014-07-02,58.050000000000004,-0.1526,0.42000000000000004,0.025,0.395
A,2014-11-21,2014-11-21,2014-10-23,53.71,-0.1388,0.385,4.5,-4.115
A,2014-12-19,2014-12-19,2014-12-01,41.59,-0.0889,0.085,0.07,0.015
A,2015-05-15,2015-05-15,2015-04-28,42.18,-0.1424,0.13,0.015,0.115
A,2015-09-18,2015-09-18,2015-08-31,36.31,-0.13390000000000002,0.14500000000000002,0.245,-0.09999999999999998
A,2016-02-19,2016-02-19,2016-01-26,37.51,-0.11910000000000001,0.25,0.115,0.135
A,2016-07-15,2016-07-15,2016-06-07,45.75,-0.15230000000000002,0.255,0.005,0.25
A,2016-07-15,2016-07-15,2016-06-30,44.35,-0.1908,0.21,0.005,0.205
A,2016-08-19,2016-08-19,2016-07-08,45.480000000000004,-0.2092,0.48,0.035,0.44499999999999995
A,2016-11-18,2016-11-18,2016-11-02,43.26,-0.1671,0.265,0.035,0.23
A,2017-01-20,2017-01-20,2016-12-07,44.99,-0.09670000000000001,0.185,0.065,0.12
A,2017-06-16,2017-06-16,2017-05-08,56.32,-0.18,0.39,0.015,0.375
A,2017-10-20,2017-10-20,2017-09-06,64.71000000000001,-0.1386,0.32000000000000006,0.035,0.28500000000000003
A,2018-03-16,2018-03-16,2018-02-05,68.22,-0.1293,0.36000000000000004,0.05,0.31000000000000005
A,2018-03-16,2018-03-16,2018-02-09,66.98,-0.1986,0.855,0.05,0.8049999999999999
A,2018-04-20,2018-04-20,2018-03-12,70.71000000000001,-0.1495,0.405,0.005,0.4
A,2018-04-20,2018-04-20,2018-03-16,69.9,-0.145,0.35,0.005,0.345
A,2018-08-17,2018-08-17,2018-07-11,62.86,-0.1457,0.405,0.05,0.35500000000000004
A,2018-08-17,2018-08-17,2018-07-19,64.15,-0.2006,0.6200000000000001,0.005,0.6150000000000001
A,2012-11-16,2012-11-16,2012-10-03,38.980000000000004,-0.1582,0.375,0.01,0.365
A,2013-02-15,2013-02-15,2013-01-24,44.660000000000004,-0.189,0.34,0.01,0.33
A,2013-02-15,2013-02-15,2013-01-28,45.18,-0.14850000000000002,0.25,0.01,0.24
A,2013-03-15,2013-03-15,2013-02-01,45.29,-0.1452,0.335,0.01,0.325
A,2013-07-19,2013-07-19,2013-07-03,43.17,-0.1683,0.21000000000000002,0.01,0.2
A,2013-08-16,2013-08-16,2013-07-03,43.17,-0.1683,0.445,0.01,0.435
A,2014-01-17,2014-01-17,2013-12-06,54.83,-0.1308,0.305,0.01,0.295
A,2014-05-16,2014-05-16,2014-04-02,56.67,-0.2025,0.64,0.01,0.63
A,2014-06-20,2014-06-20,2014-05-07,55.03,-0.1491,0.405,0.02,0.385
A,2014-10-17,2014-10-17,2014-09-05,57.92,-0.2121,0.46499999999999997,2.665,-2.2
A,2014-10-17,2014-10-17,2014-10-02,55.83,-0.1269,0.155,0.27,-0.11500000000000002
A,2014-11-21,2014-11-21,2014-10-10,53.64,-0.14830000000000002,0.41500000000000004,4.5,-4.085
A,2015-08-21,2015-08-21,2015-07-10,39.400000000000006,-0.1454,0.265,0.02,0.24500000000000002
A,2015-09-18,2015-09-18,2015-08-14,38.65,-0.1433,0.28,0.17,0.11000000000000001
A,2016-06-17,2016-06-17,2016-05-13,42.62,-0.1148,0.21000000000000002,0.125,0.08500000000000002
A,2016-11-18,2016-11-18,2016-10-12,45.47,-0.1012,0.185,0.035,0.15
A,2016-11-18,2016-11-18,2016-10-20,46.050000000000004,-0.1575,0.31,0.01,0.3
A,2017-03-17,2017-03-17,2017-02-14,50.39,-0.20620000000000002,0.43000000000000005,0.06,0.37000000000000005
A,2017-04-21,2017-04-21,2017-03-13,52.45,-0.10400000000000001,0.185,0.14,0.044999999999999984
A,2017-04-21,2017-04-21,2017-03-17,53.31,-0.1723,0.33,0.025,0.305
A,2017-08-18,2017-08-18,2017-07-20,60.980000000000004,-0.2023,0.48,0.005,0.475
A,2017-09-15,2017-09-15,2017-08-24,62.68,-0.16870000000000002,0.245,0.005,0.24
A,2018-05-18,2018-05-18,2018-04-19,67.97,-0.1608,0.47500000000000003,0.01,0.465
A,2018-06-15,2018-06-15,2018-05-24,64.12,-0.1144,0.195,0.005,0.19
A,2018-10-19,2018-10-19,2018-09-18,68.93,-0.1481,0.305,0.30000000000000004,0.004999999999999949
A,2018-11-16,2018-11-16,2018-10-19,64.47,-0.162,0.41000000000000003,0.065,0.34500000000000003
A,2018-11-16,2018-11-16,2018-10-31,64.79,-0.1411,0.33499999999999996,0.065,0.26999999999999996
A,2012-02-17,2012-02-17,2012-01-20,41,-0.1784,0.485,0.015,0.47
A,2012-11-16,2012-11-16,2012-10-19,35.75,-0.1903,0.37,0.01,0.36
A,2013-03-15,2013-03-15,2013-02-21,41.63,-0.16440000000000002,0.245,0.005,0.24
A,2013-03-15,2013-03-15,2013-02-25,41.29,-0.1257,0.185,0.005,0.18
A,2013-04-19,2013-04-19,2013-03-28,41.96,-0.1227,0.15500000000000003,0.005,0.15000000000000002
A,2013-04-19,2013-04-19,2013-04-01,40.93,-0.1966,0.26,0.005,0.255
A,2013-05-17,2013-05-17,2013-05-02,41.480000000000004,-0.14830000000000002,0.28,0.01,0.27
A,2014-01-17,2014-01-17,2013-12-26,57.46,-0.096,0.14,0.005,0.135
A,2014-06-20,2014-06-20,2014-05-27,56.28,-0.107,0.15500000000000003,0.015,0.14
A,2014-10-17,2014-10-17,2014-09-25,56.89,-0.08650000000000001,0.1,0.27,-0.17
A,2014-11-21,2014-11-21,2014-11-03,40.84,-0.18630000000000002,0.05,0.015,0.035
A,2014-12-19,2014-12-19,2014-11-07,40.93,-0.1953,0.48,0.07,0.41
A,2015-06-19,2015-06-19,2015-05-13,41.81,-0.1028,0.15,0.05,0.09999999999999999
A,2016-02-19,2016-02-19,2016-02-02,37.07,-0.1393,0.215,0.005,0.21
A,2016-03-18,2016-03-18,2016-02-10,35.85,-0.12490000000000001,0.31,0.125,0.185
A,2016-07-15,2016-07-15,2016-06-06,45.86,-0.1494,0.255,0.005,0.25
A,2016-08-19,2016-08-19,2016-07-11,45.400000000000006,-0.1159,0.23500000000000004,0.035,0.20000000000000004
A,2016-08-19,2016-08-19,2016-07-15,46.67,-0.1291,0.245,0.035,0.21
A,2016-12-16,2016-12-16,2016-11-09,45.93,-0.109,0.23000000000000004,0.045,0.18500000000000005
A,2017-01-20,2017-01-20,2016-12-14,46.14,-0.15990000000000001,0.31500000000000006,0.055,0.26000000000000006
A,2017-05-19,2017-05-19,2017-04-10,52.72,-0.1285,0.26,0.12,0.14
A,2017-06-16,2017-06-16,2017-05-11,56.230000000000004,-0.1641,0.32,0.015,0.305
A,2017-06-16,2017-06-16,2017-05-19,56.13,-0.16440000000000002,0.33999999999999997,0.015,0.32499999999999996
A,2017-10-20,2017-10-20,2017-09-13,65.44,-0.21250000000000002,0.445,0.01,0.435
A,2018-03-16,2018-03-16,2018-02-12,68.43,-0.1355,0.445,0.05,0.395
A,2018-03-16,2018-03-16,2018-02-16,71.97,-0.1713,0.435,0.03,0.405
A,2018-04-20,2018-04-20,2018-03-23,66.06,-0.13290000000000002,0.39,0.185,0.20500000000000002
A,2018-07-20,2018-07-20,2018-06-13,66.26,-0.1847,0.45999999999999996,0.015,0.44499999999999995
A,2018-12-21,2018-12-21,2018-11-16,64.99,-0.12490000000000001,0.43,0.015,0.415
A,2012-02-17,2012-02-17,2012-01-25,44.050000000000004,-0.1661,0.41500000000000004,0.005,0.41000000000000003
A,2012-06-15,2012-06-15,2012-05-29,42.18,-0.1715,0.33,0.015,0.315
A,2012-11-16,2012-11-16,2012-10-24,35.85,-0.1617,0.265,0.01,0.255
A,2012-11-16,2012-11-16,2012-11-01,37.1,-0.15380000000000002,0.16999999999999998,0.01,0.15999999999999998
A,2012-12-21,2012-12-21,2012-11-05,37.61,-0.1386,0.345,0.005,0.33999999999999997
A,2012-12-21,2012-12-21,2012-11-28,37.97,-0.1218,0.16,0.005,0.155
A,2013-11-15,2013-11-15,2013-10-10,50.99,-0.14350000000000002,0.385,0.015,0.37
A,2014-08-15,2014-08-15,2014-07-14,56.82,-0.17200000000000001,0.45499999999999996,0.025,0.42999999999999994
A,2015-01-16,2015-01-16,2014-12-05,42.300000000000004,-0.1481,0.355,0.04,0.315
A,2015-01-16,2015-01-16,2014-12-09,41.400000000000006,-0.17930000000000001,0.435,0.04,0.395
A,2015-05-15,2015-05-15,2015-04-09,42.49,-0.11670000000000001,0.21500000000000002,0.025,0.19000000000000003
A,2015-05-15,2015-05-15,2015-04-13,43.04,-0.19340000000000002,0.395,0.015,0.38
A,2015-06-19,2015-06-19,2015-05-14,42.050000000000004,-0.0897,0.135,0.05,0.085
A,2015-06-19,2015-06-19,2015-05-18,42.63,-0.18710000000000002,0.33,0.46,-0.13
A,2015-10-16,2015-10-16,2015-09-08,36.21,-0.1975,0.445,0.23,0.215
A,2015-10-16,2015-10-16,2015-09-16,36.52,-0.1524,0.27,0.23,0.04000000000000001
A,2016-03-18,2016-03-18,2016-02-11,35.33,-0.14070000000000002,0.4,0.125,0.275
A,2016-08-19,2016-08-19,2016-07-12,46.53,-0.14650000000000002,0.30000000000000004,0.035,0.265
A,2016-09-16,2016-09-16,2016-08-24,46.7,-0.2368,0.35,0.21500000000000002,0.13499999999999995
A,2017-01-20,2017-01-20,2016-12-15,46.57,-0.131,0.23500000000000001,0.055,0.18000000000000002
A,2017-01-20,2017-01-20,2016-12-23,46.2,-0.1073,0.15000000000000002,0.055,0.09500000000000003
A,2017-06-16,2017-06-16,2017-05-16,56.83,-0.1252,0.225,0.015,0.21000000000000002
A,2017-06-16,2017-06-16,2017-05-24,59.230000000000004,-0.07640000000000001,0.08499999999999999,0.015,0.06999999999999999
A,2017-10-20,2017-10-20,2017-09-22,65.78,-0.157,0.255,0.01,0.245
A,2017-10-20,2017-10-20,2017-09-26,64.11,-0.11220000000000001,0.17,0.035,0.135
A,2017-11-17,2017-11-17,2017-10-23,67.02,-0.1149,0.165,0.005,0.16
A,2018-04-20,2018-04-20,2018-03-28,66.4,-0.20020000000000002,0.5700000000000001,0.05,0.52
A,2018-08-17,2018-08-17,2018-07-27,65.75,-0.2152,0.56,0.02,0.54
A,2012-03-16,2012-03-16,2012-02-02,43.72,-0.16060000000000002,0.595,0.01,0.585
A,2012-06-15,2012-06-15,2012-05-25,41.01,-0.1456,0.31,0.01,0.3
A,2012-07-20,2012-07-20,2012-06-25,37.660000000000004,-0.1526,0.31500000000000006,0.005,0.31000000000000005
A,2012-07-20,2012-07-20,2012-06-29,39.24,-0.1395,0.22999999999999998,0.01,0.21999999999999997
A,2012-07-20,2012-07-20,2012-07-03,39.54,-0.1703,0.255,0.005,0.25
A,2013-01-18,2013-01-18,2012-12-06,38.32,-0.1771,0.385,0.005,0.38
A,2013-04-19,2013-04-19,2013-04-02,40.660000000000004,-0.1264,0.14500000000000002,0.005,0.14
A,2013-10-18,2013-10-18,2013-09-05,47.68,-0.1404,0.345,0.005,0.33999999999999997
A,2013-10-18,2013-10-18,2013-09-09,47.95,-0.1655,0.4,0.01,0.39
A,2014-01-17,2014-01-17,2013-12-31,57.19,-0.21530000000000002,0.35,0.01,0.33999999999999997
A,2014-02-21,2014-02-21,2014-01-31,58.15,-0.1291,0.35,0.01,0.33999999999999997
A,2014-02-21,2014-02-21,2014-02-04,57.81,-0.1341,0.355,0.01,0.345
A,2014-08-15,2014-08-15,2014-07-10,56.49,-0.2015,0.5549999999999999,0.025,0.5299999999999999
A,2015-01-16,2015-01-16,2014-12-17,39.76,-0.15310000000000001,0.36,0.05,0.31
A,2015-05-15,2015-05-15,2015-04-17,42.980000000000004,-0.1777,0.30500000000000005,0.015,0.29000000000000004
A,2015-11-20,2015-11-20,2015-10-21,35.9,-0.1676,0.335,0.09,0.24500000000000002
A,2016-04-15,2016-04-15,2016-03-21,39.65,-0.2139,0.32999999999999996,0.1,0.22999999999999995
A,2016-08-19,2016-08-19,2016-07-20,47.01,-0.1327,0.22,0.035,0.185
A,2016-09-16,2016-09-16,2016-08-16,48.28,-0.1789,0.38,0.21500000000000002,0.16499999999999998
A,2016-12-16,2016-12-16,2016-11-14,45.33,-0.1231,0.29000000000000004,0.045,0.24500000000000005
A,2017-01-20,2017-01-20,2016-12-19,45.43,-0.167,0.28,0.055,0.22500000000000003
A,2017-10-20,2017-10-20,2017-09-18,66.08,-0.1495,0.265,0.01,0.255
A,2017-11-17,2017-11-17,2017-10-19,66.88,-0.1254,0.2,0.005,0.195
A,2017-11-17,2017-11-17,2017-10-27,67.97,-0.17420000000000002,0.265,0.015,0.25
A,2018-03-16,2018-03-16,2018-02-21,71.25,-0.1827,0.43500000000000005,0.03,0.405
A,2018-08-17,2018-08-17,2018-07-23,63.72,-0.2013,0.56,0.005,0.555
A,2018-09-21,2018-09-21,2018-08-31,67.54,-0.1754,0.27,0.01,0.26
A,2012-03-16,2012-03-16,2012-02-01,44.19,-0.1431,0.515,0.01,0.505
A,2012-06-15,2012-06-15,2012-06-01,38.22,-0.1802,0.385,0.015,0.37
A,2012-07-20,2012-07-20,2012-06-05,38.29,-0.1749,0.675,0.005,0.67
A,2012-11-16,2012-11-16,2012-10-31,36.01,-0.1739,0.21000000000000002,0.01,0.2
A,2013-06-21,2013-06-21,2013-05-14,43.97,-0.1802,0.45999999999999996,0.015,0.44499999999999995
A,2013-10-18,2013-10-18,2013-09-12,48.620000000000005,-0.1632,0.35,0.005,0.345
A,2014-08-15,2014-08-15,2014-07-17,55.15,-0.1237,0.275,0.035,0.24000000000000002
A,2014-09-19,2014-09-19,2014-08-21,57.99,-0.1555,0.22,0.005,0.215
A,2015-01-16,2015-01-16,2014-12-12,39.74,-0.11,0.16,0.05,0.11
A,2015-01-16,2015-01-16,2014-12-16,38.47,-0.198,0.405,0.05,0.35500000000000004
A,2015-05-15,2015-05-15,2015-04-16,43.13,-0.16570000000000001,0.29000000000000004,0.015,0.275
A,2016-08-19,2016-08-19,2016-07-19,46.980000000000004,-0.121,0.21000000000000002,0.035,0.17500000000000002
A,2016-09-16,2016-09-16,2016-08-31,46.980000000000004,-0.1691,0.185,0.21500000000000002,-0.030000000000000027
A,2016-12-16,2016-12-16,2016-11-17,45.94,-0.1627,0.30000000000000004,0.005,0.29500000000000004
A,2017-01-20,2017-01-20,2016-12-30,45.56,-0.1424,0.17,0.055,0.11500000000000002
A,2017-02-17,2017-02-17,2017-01-30,47.67,-0.22310000000000002,0.42000000000000004,0.05,0.37000000000000005
A,2017-05-19,2017-05-19,2017-04-26,54.83,-0.1264,0.15000000000000002,0.025,0.12500000000000003
A,2017-06-16,2017-06-16,2017-05-23,58.660000000000004,-0.10940000000000001,0.14,0.015,0.125
A,2017-10-20,2017-10-20,2017-09-25,64.73,-0.08990000000000001,0.12,0.035,0.08499999999999999
A,2018-03-16,2018-03-16,2018-02-28,68.59,-0.16620000000000001,0.32499999999999996,0.03,0.29499999999999993
A,2018-05-18,2018-05-18,2018-04-04,65.45,-0.1422,0.435,0.445,-0.010000000000000009
A,2018-07-20,2018-07-20,2018-06-25,61.2,-0.18080000000000002,0.42500000000000004,0.02,0.405
A,2018-08-17,2018-08-17,2018-07-30,64.63,-0.14170000000000002,0.335,0.005,0.33
A,2018-08-17,2018-08-17,2018-08-03,65.73,-0.1326,0.375,0.005,0.37
A,2018-09-21,2018-09-21,2018-08-07,67.66,-0.1806,0.625,0.01,0.615
A,2018-10-19,2018-10-19,2018-09-07,67.4,-0.1404,0.345,0.015,0.32999999999999996
A,2012-04-20,2012-04-20,2012-03-22,43.71,-0.1554,0.325,0.01,0.315
A,2012-04-20,2012-04-20,2012-03-26,45.050000000000004,-0.1711,0.325,0.02,0.305
A,2012-04-20,2012-04-20,2012-03-30,44.51,-0.1279,0.20500000000000002,0.015,0.19
A,2012-09-21,2012-09-21,2012-08-21,37.13,-0.1418,0.235,0.015,0.21999999999999997
A,2012-09-21,2012-09-21,2012-08-29,37.160000000000004,-0.194,0.29000000000000004,0.015,0.275
A,2013-01-18,2013-01-18,2012-12-24,41.07,-0.1535,0.265,0.005,0.26
A,2013-01-18,2013-01-18,2012-12-28,39.83,-0.1744,0.305,0.005,0.3
A,2013-03-15,2013-03-15,2013-02-28,41.480000000000004,-0.1406,0.16999999999999998,0.005,0.16499999999999998
A,2013-04-19,2013-04-19,2013-03-04,42.03,-0.1497,0.34,0.005,0.335
A,2013-06-21,2013-06-21,2013-05-29,46.050000000000004,-0.1688,0.305,0.045,0.26
A,2013-12-20,2013-12-20,2013-12-02,53.21,-0.1257,0.175,0.01,0.16499999999999998
A,2014-05-16,2014-05-16,2014-04-10,54.050000000000004,-0.1521,0.41000000000000003,0.03,0.38
A,2014-10-17,2014-10-17,2014-09-09,57.45,-0.1047,0.165,0.27,-0.10500000000000001
A,2015-03-20,2015-03-20,2015-02-04,39.12,-0.1794,0.45,0.045,0.405
A,2015-08-21,2015-08-21,2015-07-06,39.37,-0.1555,0.32999999999999996,0.02,0.30999999999999994
A,2015-08-21,2015-08-21,2015-07-14,40.49,-0.12510000000000002,0.245,0.02,0.225
A,2015-09-18,2015-09-18,2015-08-18,39.01,-0.1471,0.17500000000000002,0.17,0.0050000000000000044
A,2015-11-20,2015-11-20,2015-11-04,38.34,-0.1306,0.185,0.005,0.18
A,2016-01-15,2016-01-15,2015-12-09,40.980000000000004,-0.1922,0.405,0.44,-0.034999999999999976
A,2016-01-15,2016-01-15,2015-12-17,40.78,-0.1681,0.31000000000000005,0.44,-0.12999999999999995
A,2016-05-20,2016-05-20,2016-04-08,39.54,-0.1207,0.24,0.04,0.19999999999999998
A,2016-06-17,2016-06-17,2016-05-17,44.410000000000004,-0.10790000000000001,0.18,0.01,0.16999999999999998
A,2016-10-21,2016-10-21,2016-09-07,47.11,-0.1023,0.18,0.025,0.155
A,2017-03-17,2017-03-17,2017-02-10,50.36,-0.09570000000000001,0.18,0.065,0.11499999999999999
A,2017-04-21,2017-04-21,2017-03-21,52.660000000000004,-0.215,0.41000000000000003,0.025,0.385
A,2018-01-19,2018-01-19,2017-12-15,67.61,-0.1116,0.20500000000000002,0.015,0.19
A,2018-01-19,2018-01-19,2017-12-19,67.75,-0.1018,0.18,0.015,0.16499999999999998
A,2018-02-16,2018-02-16,2018-01-23,73.44,-0.2,0.48,0.025,0.45499999999999996
A,2018-07-20,2018-07-20,2018-06-20,62.79,-0.1028,0.22,0.02,0.2
A,2018-07-20,2018-07-20,2018-06-28,61.29,-0.151,0.305,0.02,0.285
A,2018-11-16,2018-11-16,2018-10-23,62.730000000000004,-0.13140000000000002,0.33,0.075,0.255
A,2012-02-17,2012-02-17,2012-01-04,36.19,-0.1673,0.605,0.015,0.59
A,2012-07-20,2012-07-20,2012-06-08,39.6,-0.14300000000000002,0.45999999999999996,0.005,0.45499999999999996
A,2012-07-20,2012-07-20,2012-06-12,39.47,-0.17880000000000001,0.5549999999999999,0.005,0.5499999999999999
A,2012-08-17,2012-08-17,2012-07-09,37.62,-0.1532,0.43,0.005,0.425
A,2012-08-17,2012-08-17,2012-07-13,37.04,-0.1637,0.41500000000000004,0.005,0.41000000000000003
A,2012-08-17,2012-08-17,2012-07-17,37.34,-0.1353,0.31000000000000005,0.005,0.30500000000000005
A,2013-05-17,2013-05-17,2013-04-16,43.39,-0.1385,0.31500000000000006,0.01,0.30500000000000005
A,2013-10-18,2013-10-18,2013-09-23,51.67,-0.15080000000000002,0.29500000000000004,0.015,0.28
A,2013-11-15,2013-11-15,2013-10-24,51.120000000000005,-0.1479,0.33,0.005,0.325
A,2014-02-21,2014-02-21,2014-01-14,59.870000000000005,-0.1726,0.53,0.005,0.525
A,2014-03-21,2014-03-21,2014-02-18,55.15,-0.099,0.19,0.03,0.16
A,2014-07-18,2014-07-18,2014-06-19,58.620000000000005,-0.1837,0.4,0.025,0.375
A,2014-08-15,2014-08-15,2014-07-28,56.29,-0.1584,0.33,0.025,0.305
A,2015-01-16,2015-01-16,2014-12-23,41.37,-0.1554,0.255,0.04,0.215
A,2015-06-19,2015-06-19,2015-05-28,41.75,-0.1956,0.21,0.46,-0.25
A,2015-06-19,2015-06-19,2015-06-01,40.92,-0.07640000000000001,0.045,0.05,-0.0050000000000000044
A,2016-07-15,2016-07-15,2016-06-29,43.76,-0.0984,0.11,0.125,-0.015
A,2017-02-17,2017-02-17,2017-01-06,47.99,-0.1194,0.28,0.025,0.255
A,2017-05-19,2017-05-19,2017-05-03,56.160000000000004,-0.1295,0.115,0.005,0.11
A,2017-06-16,2017-06-16,2017-05-30,60.370000000000005,-0.1228,0.135,0.025,0.11000000000000001
A,2017-07-21,2017-07-21,2017-06-07,60.63,-0.2127,0.47000000000000003,0.01,0.46
A,2017-09-15,2017-09-15,2017-08-28,63.46,-0.0971,0.09,0.005,0.08499999999999999
A,2017-11-17,2017-11-17,2017-10-06,66.36,-0.2038,0.55,0.005,0.545
A,2017-11-17,2017-11-17,2017-10-10,66.60000000000001,-0.2008,0.49,0.005,0.485
A,2017-12-15,2017-12-15,2017-11-10,66.81,-0.1509,0.635,0.02,0.615
A,2018-09-21,2018-09-21,2018-08-10,66.26,-0.1395,0.46499999999999997,0.01,0.45499999999999996
A,2018-09-21,2018-09-21,2018-08-14,66.75,-0.16820000000000002,0.55,0.01,0.54
A,2018-10-19,2018-10-19,2018-09-14,68.85000000000001,-0.1589,0.33999999999999997,0.30000000000000004,0.039999999999999925
A,2012-03-16,2012-03-16,2012-02-08,44.97,-0.1761,0.605,0.01,0.595
A,2012-03-16,2012-03-16,2012-02-16,43.83,-0.1426,0.375,0.01,0.365
A,2012-06-15,2012-06-15,2012-05-04,41.01,-0.1568,0.49,0.02,0.47
A,2012-12-21,2012-12-21,2012-11-07,37.58,-0.1845,0.47,0.005,0.46499999999999997
A,2012-12-21,2012-12-21,2012-11-15,35.75,-0.1625,0.375,0.005,0.37
A,2013-05-17,2013-05-17,2013-04-12,44.75,-0.1734,0.41500000000000004,0.01,0.405
