symbol,quotedate,expiration,entry_date,entry_stock_price,put_entry_delta,put_entry_mid,put_exit_mid,put_profit
A,2015-07-17,2015-07-17,2015-06-22,39.81,-0.1544,0.14500000000000002,0.065,0.08000000000000002
A,2016-01-15,2016-01-15,2015-12-30,42.17,-0.19490000000000002,0.26,2.83,-2.5700000000000003
A,2016-11-18,2016-11-18,2016-10-06,47.300000000000004,-0.14020000000000002,0.32999999999999996,0.01,0.31999999999999995
A,2016-12-16,2016-12-16,2016-11-10,47.03,-0.16190000000000002,0.375,0.005,0.37
A,2017-03-17,2017-03-17,2017-03-03,51.980000000000004,-0.1514,0.135,0.005,0.13
A,2017-04-21,2017-04-21,2017-03-07,51.21,-0.16790000000000002,0.355,0.14,0.21499999999999997
A,2017-05-19,2017-05-19,2017-04-11,52.83,-0.1092,0.23,0.12,0.11000000000000001
A,2017-08-18,2017-08-18,2017-07-06,59.22,-0.18610000000000002,0.49,0.005,0.485
A,2018-02-16,2018-02-16,2018-01-05,69.9,-0.181,0.555,0.035,0.52
A,2018-02-16,2018-02-16,2018-01-09,71.77,-0.19890000000000002,0.595,0.005,0.59
A,2018-07-20,2018-07-20,2018-06-06,65.19,-0.1252,0.30000000000000004,0.01,0.29000000000000004
A,2018-07-20,2018-07-20,2018-06-18,64.97,-0.1149,0.245,0.01,0.235
A,2018-09-21,2018-09-21,2018-09-04,67.27,-0.1951,0.3,0.01,0.29
A,2018-11-16,2018-11-16,2018-10-09,69.41,-0.1893,0.5700000000000001,0.09,0.4800000000000001
A,2018-11-16,2018-11-16,2018-10-17,67.2,-0.1542,0.36,0.02,0.33999999999999997
A,2018-12-21,2018-12-21,2018-11-09,67.27,-0.1331,0.495,0.005,0.49
A,2012-05-18,2012-05-18,2012-04-17,42.65,-0.14550000000000002,0.375,0.025,0.35
A,2012-11-16,2012-11-16,2012-10-25,36.11,-0.1254,0.18,0.01,0.16999999999999998
A,2013-08-16,2013-08-16,2013-07-25,46.660000000000004,-0.1477,0.29000000000000004,0.005,0.28500000000000003
A,2013-08-16,2013-08-16,2013-07-29,45.34,-0.16040000000000001,0.31000000000000005,0.005,0.30500000000000005
A,2014-05-16,2014-05-16,2014-04-24,55.28,-0.10540000000000001,0.22,0.03,0.19
A,2014-05-16,2014-05-16,2014-04-28,53.730000000000004,-0.17020000000000002,0.37,0.03,0.33999999999999997
A,2014-06-20,2014-06-20,2014-06-02,56.89,-0.2301,0.35,0.005,0.345
A,2014-07-18,2014-07-18,2014-06-06,59.01,-0.1776,0.45,0.025,0.425
A,2014-12-19,2014-12-19,2014-11-05,40.13,-0.11610000000000001,0.25,0.105,0.14500000000000002
A,2015-03-20,2015-03-20,2015-02-26,42.36,-0.1642,0.20500000000000002,0.05,0.15500000000000003
A,2015-03-20,2015-03-20,2015-03-02,42.7,-0.1418,0.14500000000000002,0.05,0.09500000000000001
A,2015-04-17,2015-04-17,2015-03-06,41.53,-0.12250000000000001,0.21,0.025,0.185
A,2015-05-15,2015-05-15,2015-04-06,41.93,-0.14150000000000001,0.275,0.025,0.25
A,2015-07-17,2015-07-17,2015-07-01,39.26,-0.1206,0.125,0.12,0.0050000000000000044
A,2016-02-19,2016-02-19,2016-01-12,38.19,-0.11570000000000001,0.28,0.005,0.275
A,2016-07-15,2016-07-15,2016-06-08,46.15,-0.1341,0.21000000000000002,0.005,0.20500000000000002
A,2016-11-18,2016-11-18,2016-10-07,47.38,-0.1348,0.30500000000000005,0.01,0.29500000000000004
A,2016-11-18,2016-11-18,2016-10-11,45.69,-0.2092,0.51,0.01,0.5
A,2016-12-16,2016-12-16,2016-11-11,46.37,-0.1237,0.225,0.045,0.18
A,2016-12-16,2016-12-16,2016-11-15,45.400000000000006,-0.12010000000000001,0.28,0.045,0.23500000000000004
A,2017-04-21,2017-04-21,2017-03-08,51.410000000000004,-0.1476,0.29000000000000004,0.14,0.15000000000000002
A,2017-10-20,2017-10-20,2017-09-15,65.97,-0.16,0.30000000000000004,0.01,0.29000000000000004
A,2018-02-16,2018-02-16,2018-01-10,70.79,-0.138,0.38,0.035,0.345
A,2018-02-16,2018-02-16,2018-01-18,72.19,-0.16690000000000002,0.45499999999999996,0.005,0.44999999999999996
A,2018-03-16,2018-03-16,2018-02-14,69.7,-0.19970000000000002,0.58,0.03,0.5499999999999999
A,2018-03-16,2018-03-16,2018-02-22,70.68,-0.2059,0.46499999999999997,0.03,0.43499999999999994
A,2018-06-15,2018-06-15,2018-05-11,69.45,-0.1345,0.445,0.01,0.435
A,2018-07-20,2018-07-20,2018-06-15,66.13,-0.1806,0.42000000000000004,0.015,0.405
A,2018-12-21,2018-12-21,2018-11-14,63.47,-0.18660000000000002,0.73,0.015,0.715
A,2012-10-19,2012-10-19,2012-09-20,39.230000000000004,-0.1457,0.245,0.25,-0.0050000000000000044
A,2012-10-19,2012-10-19,2012-09-24,38.69,-0.1647,0.255,0.25,0.0050000000000000044
A,2012-10-19,2012-10-19,2012-09-28,38.45,-0.15280000000000002,0.2,0.25,-0.04999999999999999
A,2013-03-15,2013-03-15,2013-02-19,43.01,-0.1255,0.16499999999999998,0.005,0.15999999999999998
A,2013-03-15,2013-03-15,2013-02-27,41.730000000000004,-0.1246,0.15000000000000002,0.005,0.14500000000000002
A,2013-07-19,2013-07-19,2013-06-20,42.32,-0.18050000000000002,0.395,0.01,0.385
A,2013-08-16,2013-08-16,2013-08-02,46.38,-0.1464,0.255,0.005,0.25
A,2014-01-17,2014-01-17,2013-12-24,57.230000000000004,-0.10200000000000001,0.155,0.005,0.15
A,2014-02-21,2014-02-21,2014-02-05,57.42,-0.148,0.39,0.01,0.38
A,2014-05-16,2014-05-16,2014-05-02,54.54,-0.1105,0.2,0.03,0.17
A,2014-06-20,2014-06-20,2014-05-29,56.96,-0.2338,0.38,0.005,0.375
A,2014-10-17,2014-10-17,2014-10-01,56.2,-0.1121,0.12,0.27,-0.15000000000000002
A,2015-04-17,2015-04-17,2015-03-10,40.63,-0.15990000000000001,0.255,0.025,0.23
A,2015-05-15,2015-05-15,2015-04-10,43.550000000000004,-0.184,0.395,0.015,0.38
A,2015-09-18,2015-09-18,2015-08-05,40.72,-0.1869,0.385,1.575,-1.19
A,2015-10-16,2015-10-16,2015-09-09,35.54,-0.1121,0.25,0.23,0.01999999999999999
A,2016-02-19,2016-02-19,2016-01-04,40.69,-0.1326,0.355,0.005,0.35
A,2016-02-19,2016-02-19,2016-01-08,38.59,-0.11420000000000001,0.31000000000000005,0.005,0.30500000000000005
A,2016-10-21,2016-10-21,2016-10-03,47.14,-0.1877,0.24,0.105,0.135
A,2016-12-16,2016-12-16,2016-11-07,45.71,-0.129,0.255,0.045,0.21000000000000002
A,2017-01-20,2017-01-20,2016-12-16,45.905,-0.1587,0.29500000000000004,0.055,0.24000000000000005
A,2017-09-15,2017-09-15,2017-08-11,59.33,-0.1806,0.465,0.015,0.45
A,2017-10-20,2017-10-20,2017-09-19,66.17,-0.1447,0.23500000000000001,0.01,0.225
A,2018-07-20,2018-07-20,2018-06-19,63.52,-0.18730000000000002,0.445,0.01,0.435
